REF_AREA,TIME_PERIOD,OBS_VALUE,DATABASE_ID,TIME_FORMAT,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL
CAN,2019,1.908431946,WB_WDI,P1Y,PU,Annual,Canada,GDP growth (annual %)
CYM,2019,3.915636377,WB_WDI,P1Y,PU,Annual,Cayman Islands,GDP growth (annual %)
CAF,2019,3.1,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
MMR,2004,13.56466162,WB_WDI,P1Y,PU,Annual,Myanmar,GDP growth (annual %)
NAM,2004,12.2695481,WB_WDI,P1Y,PU,Annual,Namibia,GDP growth (annual %)
NRU,2004,-4.314826505,WB_WDI,P1Y,PU,Annual,Nauru,GDP growth (annual %)
NPL,2004,4.682603252,WB_WDI,P1Y,PU,Annual,Nepal,GDP growth (annual %)
NLD,2004,2.016309962,WB_WDI,P1Y,PU,Annual,Netherlands,GDP growth (annual %)
NZL,2004,4.08796484,WB_WDI,P1Y,PU,Annual,New Zealand,GDP growth (annual %)
NIC,2004,5.31217057,WB_WDI,P1Y,PU,Annual,Nicaragua,GDP growth (annual %)
NER,2004,0.363801579,WB_WDI,P1Y,PU,Annual,Niger,GDP growth (annual %)
NGA,2004,9.250558229,WB_WDI,P1Y,PU,Annual,Nigeria,GDP growth (annual %)
MKD,2004,4.67408958,WB_WDI,P1Y,PU,Annual,North Macedonia,GDP growth (annual %)
MNP,2004,-3.077975376,WB_WDI,P1Y,PU,Annual,Northern Mariana Islands,GDP growth (annual %)
NOR,2004,4.014588024,WB_WDI,P1Y,PU,Annual,Norway,GDP growth (annual %)
LCA,2013,-1.818776037,WB_WDI,P1Y,PU,Annual,St. Lucia,GDP growth (annual %)
VCT,2013,2.462484172,WB_WDI,P1Y,PU,Annual,St. Vincent and the Grenadines,GDP growth (annual %)
SDN,2013,1.955144633,WB_WDI,P1Y,PU,Annual,Sudan,GDP growth (annual %)
SUR,2013,2.933441652,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,2013,1.137666718,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
CHE,2013,1.792144007,WB_WDI,P1Y,PU,Annual,Switzerland,GDP growth (annual %)
SYR,2013,-26.30008766,WB_WDI,P1Y,PU,Annual,Syrian Arab Republic,GDP growth (annual %)
TJK,2013,7.399999747,WB_WDI,P1Y,PU,Annual,Tajikistan,GDP growth (annual %)
TZA,2013,6.781585601,WB_WDI,P1Y,PU,Annual,Tanzania,GDP growth (annual %)
THA,2013,2.687495563,WB_WDI,P1Y,PU,Annual,Thailand,GDP growth (annual %)
TLS,2013,3.10436981,WB_WDI,P1Y,PU,Annual,Timor-Leste,GDP growth (annual %)
BHS,2012,4.520038867,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,2012,3.80302899,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
BGD,2012,6.521458779,WB_WDI,P1Y,PU,Annual,Bangladesh,GDP growth (annual %)
BRB,2012,-3.413908212,WB_WDI,P1Y,PU,Annual,Barbados,GDP growth (annual %)
BLR,2012,1.707852534,WB_WDI,P1Y,PU,Annual,Belarus,GDP growth (annual %)
BEL,2012,0.215803612,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
BLZ,2012,3.943893218,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,2012,4.811223316,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,2012,-5.305299107,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,2012,5.164820127,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,2012,5.122275581,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
BIH,2012,-0.821837253,WB_WDI,P1Y,PU,Annual,Bosnia and Herzegovina,GDP growth (annual %)
PAK,2009,3.472550596,WB_WDI,P1Y,PU,Annual,Pakistan,GDP growth (annual %)
PLW,2009,-6.536520762,WB_WDI,P1Y,PU,Annual,Palau,GDP growth (annual %)
PAN,2009,1.611864176,WB_WDI,P1Y,PU,Annual,Panama,GDP growth (annual %)
PNG,2009,6.800421483,WB_WDI,P1Y,PU,Annual,Papua New Guinea,GDP growth (annual %)
PRY,2009,-0.261137328,WB_WDI,P1Y,PU,Annual,Paraguay,GDP growth (annual %)
PER,2009,1.095823659,WB_WDI,P1Y,PU,Annual,Peru,GDP growth (annual %)
PHL,2009,1.448323063,WB_WDI,P1Y,PU,Annual,Philippines,GDP growth (annual %)
POL,2009,2.615128593,WB_WDI,P1Y,PU,Annual,Poland,GDP growth (annual %)
PRT,2009,-3.122078275,WB_WDI,P1Y,PU,Annual,Portugal,GDP growth (annual %)
PRI,2009,-1.952425184,WB_WDI,P1Y,PU,Annual,Puerto Rico,GDP growth (annual %)
QAT,2009,11.95656113,WB_WDI,P1Y,PU,Annual,Qatar,GDP growth (annual %)
BFA,2003,7.802493889,WB_WDI,P1Y,PU,Annual,Burkina Faso,GDP growth (annual %)
BDI,2003,-1.22372796,WB_WDI,P1Y,PU,Annual,Burundi,GDP growth (annual %)
CPV,2003,4.176259326,WB_WDI,P1Y,PU,Annual,Cabo Verde,GDP growth (annual %)
KHM,2003,10.28368131,WB_WDI,P1Y,PU,Annual,Cambodia,GDP growth (annual %)
CMR,2003,5.453153689,WB_WDI,P1Y,PU,Annual,Cameroon,GDP growth (annual %)
CAN,2003,1.806385123,WB_WDI,P1Y,PU,Annual,Canada,GDP growth (annual %)
CAF,2003,-5.397485219,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,2003,14.72166701,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,2003,4.723245269,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2003,10.11819286,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2003,3.918271903,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2003,1.934428123,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
TJK,2004,10.29999894,WB_WDI,P1Y,PU,Annual,Tajikistan,GDP growth (annual %)
TZA,2004,7.503814659,WB_WDI,P1Y,PU,Annual,Tanzania,GDP growth (annual %)
THA,2004,6.289342143,WB_WDI,P1Y,PU,Annual,Thailand,GDP growth (annual %)
TLS,2004,0.4,WB_WDI,P1Y,PU,Annual,Timor-Leste,GDP growth (annual %)
TGO,2004,-0.978665333,WB_WDI,P1Y,PU,Annual,Togo,GDP growth (annual %)
TON,2004,-1.967947403,WB_WDI,P1Y,PU,Annual,Tonga,GDP growth (annual %)
TTO,2004,7.950051511,WB_WDI,P1Y,PU,Annual,Trinidad and Tobago,GDP growth (annual %)
TUN,2004,6.235790722,WB_WDI,P1Y,PU,Annual,Tunisia,GDP growth (annual %)
TUR,2004,9.925405519,WB_WDI,P1Y,PU,Annual,Türkiye,GDP growth (annual %)
TKM,2004,5.000407438,WB_WDI,P1Y,PU,Annual,Turkmenistan,GDP growth (annual %)
TUV,2004,-2.272727273,WB_WDI,P1Y,PU,Annual,Tuvalu,GDP growth (annual %)
UGA,2004,6.807233344,WB_WDI,P1Y,PU,Annual,Uganda,GDP growth (annual %)
DMA,2020,-15.70640245,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
DOM,2020,-7.929052342,WB_WDI,P1Y,PU,Annual,Dominican Republic,GDP growth (annual %)
ECU,2020,-9.245096192,WB_WDI,P1Y,PU,Annual,Ecuador,GDP growth (annual %)
EGY,2020,3.550164838,WB_WDI,P1Y,PU,Annual,"Egypt, Arab Rep.",GDP growth (annual %)
SLV,2020,-7.89310136,WB_WDI,P1Y,PU,Annual,El Salvador,GDP growth (annual %)
GNQ,2020,-4.791080834,WB_WDI,P1Y,PU,Annual,Equatorial Guinea,GDP growth (annual %)
EST,2020,-2.883807515,WB_WDI,P1Y,PU,Annual,Estonia,GDP growth (annual %)
SWZ,2020,-2.951834534,WB_WDI,P1Y,PU,Annual,Eswatini,GDP growth (annual %)
ETH,2020,6.059530891,WB_WDI,P1Y,PU,Annual,Ethiopia,GDP growth (annual %)
FRO,2020,-1.63732118,WB_WDI,P1Y,PU,Annual,Faroe Islands,GDP growth (annual %)
FJI,2020,-17.18353526,WB_WDI,P1Y,PU,Annual,Fiji,GDP growth (annual %)
CAN,2008,0.995406301,WB_WDI,P1Y,PU,Annual,Canada,GDP growth (annual %)
CYM,2008,-0.357401373,WB_WDI,P1Y,PU,Annual,Cayman Islands,GDP growth (annual %)
CAF,2008,2.054130962,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,2008,3.081190339,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,2008,3.789392806,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2008,9.670245886,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2008,3.283446186,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2008,3.964611189,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2008,7.401723375,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2008,6.306375956,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2008,4.738174878,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2008,4.782665979,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
LAC,2019,0.597515257,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
TLA,2019,0.289655399,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (IDA & IBRD),GDP growth (annual %)
LDC,2019,4.91325561,WB_WDI,P1Y,PU,Annual,Least developed countries: UN classification,GDP growth (annual %)
LMY,2019,4.157954442,WB_WDI,P1Y,PU,Annual,Low & middle income,GDP growth (annual %)
LIC,2019,3.010329147,WB_WDI,P1Y,PU,Annual,Low income,GDP growth (annual %)
LMC,2019,4.064076805,WB_WDI,P1Y,PU,Annual,Lower middle income,GDP growth (annual %)
MEA,2019,1.591371607,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan",GDP growth (annual %)
MNA,2019,1.392333814,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",GDP growth (annual %)
TMN,2019,1.392568943,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",GDP growth (annual %)
MIC,2019,4.172223457,WB_WDI,P1Y,PU,Annual,Middle income,GDP growth (annual %)
NAC,2019,2.530125114,WB_WDI,P1Y,PU,Annual,North America,GDP growth (annual %)
OED,2019,1.845758103,WB_WDI,P1Y,PU,Annual,OECD members,GDP growth (annual %)
OSS,2019,4.24479956,WB_WDI,P1Y,PU,Annual,Other small states,GDP growth (annual %)
DEU,2009,-5.544554519,WB_WDI,P1Y,PU,Annual,Germany,GDP growth (annual %)
GHA,2009,4.844487052,WB_WDI,P1Y,PU,Annual,Ghana,GDP growth (annual %)
GRC,2009,-4.119276067,WB_WDI,P1Y,PU,Annual,Greece,GDP growth (annual %)
GRL,2009,0.865952329,WB_WDI,P1Y,PU,Annual,Greenland,GDP growth (annual %)
GRD,2009,-6.613281348,WB_WDI,P1Y,PU,Annual,Grenada,GDP growth (annual %)
GUM,2009,0.438683948,WB_WDI,P1Y,PU,Annual,Guam,GDP growth (annual %)
GTM,2009,0.476898107,WB_WDI,P1Y,PU,Annual,Guatemala,GDP growth (annual %)
GIN,2009,-1.122642048,WB_WDI,P1Y,PU,Annual,Guinea,GDP growth (annual %)
GNB,2009,2.447951061,WB_WDI,P1Y,PU,Annual,Guinea-Bissau,GDP growth (annual %)
GUY,2009,3.611508472,WB_WDI,P1Y,PU,Annual,Guyana,GDP growth (annual %)
HTI,2009,5.890378948,WB_WDI,P1Y,PU,Annual,Haiti,GDP growth (annual %)
HND,2009,-2.43162788,WB_WDI,P1Y,PU,Annual,Honduras,GDP growth (annual %)
HKG,2009,-2.459152926,WB_WDI,P1Y,PU,Annual,"Hong Kong SAR, China",GDP growth (annual %)
UKR,2017,2.359972281,WB_WDI,P1Y,PU,Annual,Ukraine,GDP growth (annual %)
ARE,2017,-1.061376615,WB_WDI,P1Y,PU,Annual,United Arab Emirates,GDP growth (annual %)
GBR,2017,3.023222198,WB_WDI,P1Y,PU,Annual,United Kingdom,GDP growth (annual %)
USA,2017,2.457622299,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,2017,1.740376434,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
UZB,2017,4.395274633,WB_WDI,P1Y,PU,Annual,Uzbekistan,GDP growth (annual %)
VUT,2017,4.412665986,WB_WDI,P1Y,PU,Annual,Vanuatu,GDP growth (annual %)
VEN,2017,-15.67140887,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
VNM,2017,6.940190374,WB_WDI,P1Y,PU,Annual,Vietnam,GDP growth (annual %)
VIR,2017,-0.735294118,WB_WDI,P1Y,PU,Annual,Virgin Islands (U.S.),GDP growth (annual %)
PSE,2017,1.419367563,WB_WDI,P1Y,PU,Annual,West Bank and Gaza,GDP growth (annual %)
YEM,2017,-5.071795681,WB_WDI,P1Y,PU,Annual,"Yemen, Rep.",GDP growth (annual %)
ECS,1997,3.090354721,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,1997,5.470771607,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,1997,2.912889274,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,1997,2.684499437,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,1997,4.772286035,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,1997,5.96070164,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,1997,3.507262013,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,1997,5.387056787,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,1997,5.25847941,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,1997,2.462998562,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,1997,5.49829935,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,1997,3.888938775,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,1997,5.646710725,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,1997,5.464109864,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
LAC,1997,5.326468748,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
TLA,1997,5.527614192,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (IDA & IBRD),GDP growth (annual %)
LDC,1997,5.34081426,WB_WDI,P1Y,PU,Annual,Least developed countries: UN classification,GDP growth (annual %)
TLA,2017,1.621111899,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (IDA & IBRD),GDP growth (annual %)
LDC,2017,4.498709634,WB_WDI,P1Y,PU,Annual,Least developed countries: UN classification,GDP growth (annual %)
LMY,2017,5.334144523,WB_WDI,P1Y,PU,Annual,Low & middle income,GDP growth (annual %)
LIC,2017,1.884833577,WB_WDI,P1Y,PU,Annual,Low income,GDP growth (annual %)
LMC,2017,5.441132482,WB_WDI,P1Y,PU,Annual,Lower middle income,GDP growth (annual %)
MEA,2017,2.076518433,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan",GDP growth (annual %)
MNA,2017,3.403630744,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",GDP growth (annual %)
TMN,2017,3.419818134,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",GDP growth (annual %)
MIC,2017,5.379439756,WB_WDI,P1Y,PU,Annual,Middle income,GDP growth (annual %)
NAC,2017,2.50304867,WB_WDI,P1Y,PU,Annual,North America,GDP growth (annual %)
OED,2017,2.616940939,WB_WDI,P1Y,PU,Annual,OECD members,GDP growth (annual %)
OSS,2017,5.06107673,WB_WDI,P1Y,PU,Annual,Other small states,GDP growth (annual %)
PSS,2017,3.91298143,WB_WDI,P1Y,PU,Annual,Pacific island small states,GDP growth (annual %)
MLI,2013,3.29068742,WB_WDI,P1Y,PU,Annual,Mali,GDP growth (annual %)
MLT,2013,6.292333759,WB_WDI,P1Y,PU,Annual,Malta,GDP growth (annual %)
MHL,2013,3.808982376,WB_WDI,P1Y,PU,Annual,Marshall Islands,GDP growth (annual %)
MRT,2013,4.15081319,WB_WDI,P1Y,PU,Annual,Mauritania,GDP growth (annual %)
MUS,2013,3.3604061,WB_WDI,P1Y,PU,Annual,Mauritius,GDP growth (annual %)
MEX,2013,0.852101559,WB_WDI,P1Y,PU,Annual,Mexico,GDP growth (annual %)
FSM,2013,-3.676429429,WB_WDI,P1Y,PU,Annual,"Micronesia, Fed. Sts.",GDP growth (annual %)
MDA,2013,9.043865607,WB_WDI,P1Y,PU,Annual,Moldova,GDP growth (annual %)
MCO,2013,9.577098324,WB_WDI,P1Y,PU,Annual,Monaco,GDP growth (annual %)
MNG,2013,11.64891619,WB_WDI,P1Y,PU,Annual,Mongolia,GDP growth (annual %)
MNE,2013,3.386125485,WB_WDI,P1Y,PU,Annual,Montenegro,GDP growth (annual %)
MAR,2013,4.122212869,WB_WDI,P1Y,PU,Annual,Morocco,GDP growth (annual %)
TON,2007,-2.464307791,WB_WDI,P1Y,PU,Annual,Tonga,GDP growth (annual %)
TTO,2007,4.754209701,WB_WDI,P1Y,PU,Annual,Trinidad and Tobago,GDP growth (annual %)
TUN,2007,6.709520975,WB_WDI,P1Y,PU,Annual,Tunisia,GDP growth (annual %)
TUR,2007,5.108185139,WB_WDI,P1Y,PU,Annual,Türkiye,GDP growth (annual %)
TKM,2007,11.05929947,WB_WDI,P1Y,PU,Annual,Turkmenistan,GDP growth (annual %)
TUV,2007,7.142857143,WB_WDI,P1Y,PU,Annual,Tuvalu,GDP growth (annual %)
UGA,2007,8.412425966,WB_WDI,P1Y,PU,Annual,Uganda,GDP growth (annual %)
UKR,2007,8.215844452,WB_WDI,P1Y,PU,Annual,Ukraine,GDP growth (annual %)
ARE,2007,3.184390173,WB_WDI,P1Y,PU,Annual,United Arab Emirates,GDP growth (annual %)
GBR,2007,2.930911336,WB_WDI,P1Y,PU,Annual,United Kingdom,GDP growth (annual %)
USA,2007,2.003858298,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,2007,6.541510845,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
ECS,2021,6.799659053,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,2021,9.280421045,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2021,7.590903934,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2021,6.377750139,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2021,1.530906807,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2021,4.394315609,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2021,5.853606932,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2021,7.625766742,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2021,7.352784472,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2021,4.294117249,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2021,3.667580777,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2021,3.971679187,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2021,7.592655242,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2021,7.064042553,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
IDB,2008,4.176730971,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2008,5.925326568,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2008,5.035051816,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2008,6.956886411,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2008,3.690772137,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
LAC,2008,3.728401935,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
TLA,2008,3.856318362,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (IDA & IBRD),GDP growth (annual %)
LDC,2008,6.454265567,WB_WDI,P1Y,PU,Annual,Least developed countries: UN classification,GDP growth (annual %)
LMY,2008,5.942699056,WB_WDI,P1Y,PU,Annual,Low & middle income,GDP growth (annual %)
LIC,2008,4.987542131,WB_WDI,P1Y,PU,Annual,Low income,GDP growth (annual %)
LMC,2008,4.590188093,WB_WDI,P1Y,PU,Annual,Lower middle income,GDP growth (annual %)
MEA,2008,4.376540555,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan",GDP growth (annual %)
MNA,2008,3.463283676,WB_WDI,P1Y,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",GDP growth (annual %)
LBN,2008,9.069128268,WB_WDI,P1Y,PU,Annual,Lebanon,GDP growth (annual %)
LSO,2008,5.52341967,WB_WDI,P1Y,PU,Annual,Lesotho,GDP growth (annual %)
LBR,2008,7.145691128,WB_WDI,P1Y,PU,Annual,Liberia,GDP growth (annual %)
LBY,2008,-0.162048239,WB_WDI,P1Y,PU,Annual,Libya,GDP growth (annual %)
LIE,2008,1.798088478,WB_WDI,P1Y,PU,Annual,Liechtenstein,GDP growth (annual %)
LTU,2008,2.599461546,WB_WDI,P1Y,PU,Annual,Lithuania,GDP growth (annual %)
LUX,2008,-0.300175625,WB_WDI,P1Y,PU,Annual,Luxembourg,GDP growth (annual %)
MAC,2008,3.392515608,WB_WDI,P1Y,PU,Annual,"Macao SAR, China",GDP growth (annual %)
MDG,2008,6.712632539,WB_WDI,P1Y,PU,Annual,Madagascar,GDP growth (annual %)
MWI,2008,7.639736399,WB_WDI,P1Y,PU,Annual,Malawi,GDP growth (annual %)
MYS,2008,4.831769889,WB_WDI,P1Y,PU,Annual,Malaysia,GDP growth (annual %)
MDV,2008,8.97645459,WB_WDI,P1Y,PU,Annual,Maldives,GDP growth (annual %)
MLI,2008,3.63871071,WB_WDI,P1Y,PU,Annual,Mali,GDP growth (annual %)
BGD,2004,5.23953291,WB_WDI,P1Y,PU,Annual,Bangladesh,GDP growth (annual %)
BRB,2004,1.411598307,WB_WDI,P1Y,PU,Annual,Barbados,GDP growth (annual %)
BLR,2004,11.44974321,WB_WDI,P1Y,PU,Annual,Belarus,GDP growth (annual %)
BEL,2004,3.571206719,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
BLZ,2004,4.780665053,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,2004,4.429684554,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,2004,2.321267223,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,2004,5.157257362,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,2004,4.173295589,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
BIH,2004,6.325267949,WB_WDI,P1Y,PU,Annual,Bosnia and Herzegovina,GDP growth (annual %)
BWA,2004,2.705821706,WB_WDI,P1Y,PU,Annual,Botswana,GDP growth (annual %)
BRA,2004,5.759964637,WB_WDI,P1Y,PU,Annual,Brazil,GDP growth (annual %)
BRN,2004,0.104538373,WB_WDI,P1Y,PU,Annual,Brunei Darussalam,GDP growth (annual %)
CPV,2007,15.17068797,WB_WDI,P1Y,PU,Annual,Cabo Verde,GDP growth (annual %)
KHM,2007,10.3984581,WB_WDI,P1Y,PU,Annual,Cambodia,GDP growth (annual %)
CMR,2007,4.32758901,WB_WDI,P1Y,PU,Annual,Cameroon,GDP growth (annual %)
CAN,2007,2.049904637,WB_WDI,P1Y,PU,Annual,Canada,GDP growth (annual %)
CYM,2007,3.162625338,WB_WDI,P1Y,PU,Annual,Cayman Islands,GDP growth (annual %)
CAF,2007,4.607534855,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,2007,4.200174182,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,2007,5.168230985,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2007,14.14998549,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2007,6.738194691,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2007,0.803599788,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2007,8.529929742,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
ARE,2012,4.683265702,WB_WDI,P1Y,PU,Annual,United Arab Emirates,GDP growth (annual %)
GBR,2012,1.528260347,WB_WDI,P1Y,PU,Annual,United Kingdom,GDP growth (annual %)
USA,2012,2.289113387,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,2012,3.538178721,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
UZB,2012,7.102444887,WB_WDI,P1Y,PU,Annual,Uzbekistan,GDP growth (annual %)
VUT,2012,1.010047687,WB_WDI,P1Y,PU,Annual,Vanuatu,GDP growth (annual %)
VEN,2012,5.625956975,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
VNM,2012,5.504544704,WB_WDI,P1Y,PU,Annual,Vietnam,GDP growth (annual %)
VIR,2012,-14.8125,WB_WDI,P1Y,PU,Annual,Virgin Islands (U.S.),GDP growth (annual %)
PSE,2012,6.096456563,WB_WDI,P1Y,PU,Annual,West Bank and Gaza,GDP growth (annual %)
YEM,2012,2.392990214,WB_WDI,P1Y,PU,Annual,"Yemen, Rep.",GDP growth (annual %)
LTE,2003,6.880899316,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2003,2.210472638,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
LAC,2003,2.38729638,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
TLA,2003,2.274301473,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (IDA & IBRD),GDP growth (annual %)
LDC,2003,5.154894523,WB_WDI,P1Y,PU,Annual,Least developed countries: UN classification,GDP growth (annual %)
LMY,2003,5.937543982,WB_WDI,P1Y,PU,Annual,Low & middle income,GDP growth (annual %)
LIC,2003,5.676851161,WB_WDI,P1Y,PU,Annual,Low income,GDP growth (annual %)
LMC,2003,5.947379958,WB_WDI,P1Y,PU,Annual,Lower middle income,GDP growth (annual %)
