REF_AREA,TIME_PERIOD,OBS_VALUE,DATABASE_ID,TIME_FORMAT,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL
MKD,2021,4.51067949,WB_WDI,P1Y,PU,Annual,North Macedonia,GDP growth (annual %)
MNP,2021,4.969879518,WB_WDI,P1Y,PU,Annual,Northern Mariana Islands,GDP growth (annual %)
NOR,2021,3.908686768,WB_WDI,P1Y,PU,Annual,Norway,GDP growth (annual %)
OMN,2021,2.582174989,WB_WDI,P1Y,PU,Annual,Oman,GDP growth (annual %)
PAK,2021,6.513885759,WB_WDI,P1Y,PU,Annual,Pakistan,GDP growth (annual %)
PLW,2021,-13.26003193,WB_WDI,P1Y,PU,Annual,Palau,GDP growth (annual %)
PAN,2021,16.46712486,WB_WDI,P1Y,PU,Annual,Panama,GDP growth (annual %)
PRY,2001,-0.834054717,WB_WDI,P1Y,PU,Annual,Paraguay,GDP growth (annual %)
PER,2001,0.617892326,WB_WDI,P1Y,PU,Annual,Peru,GDP growth (annual %)
PHL,2001,3.049231345,WB_WDI,P1Y,PU,Annual,Philippines,GDP growth (annual %)
POL,2001,1.233744644,WB_WDI,P1Y,PU,Annual,Poland,GDP growth (annual %)
PRT,2001,1.943672134,WB_WDI,P1Y,PU,Annual,Portugal,GDP growth (annual %)
PRI,2001,6.313471577,WB_WDI,P1Y,PU,Annual,Puerto Rico,GDP growth (annual %)
QAT,2001,3.898186662,WB_WDI,P1Y,PU,Annual,Qatar,GDP growth (annual %)
ROU,2001,5.218136257,WB_WDI,P1Y,PU,Annual,Romania,GDP growth (annual %)
RUS,2001,5.100051226,WB_WDI,P1Y,PU,Annual,Russian Federation,GDP growth (annual %)
RWA,2001,8.484560342,WB_WDI,P1Y,PU,Annual,Rwanda,GDP growth (annual %)
WSM,2001,7.390129062,WB_WDI,P1Y,PU,Annual,Samoa,GDP growth (annual %)
SMR,2001,5.578342904,WB_WDI,P1Y,PU,Annual,San Marino,GDP growth (annual %)
STP,2001,3.064482958,WB_WDI,P1Y,PU,Annual,São Tomé and Príncipe,GDP growth (annual %)
SAU,2001,0.344593196,WB_WDI,P1Y,PU,Annual,Saudi Arabia,GDP growth (annual %)
BEN,2020,3.8487924,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,2020,-6.827573035,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,2020,-10.21839742,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,2020,-12.71946901,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
BIH,2020,-3.015093355,WB_WDI,P1Y,PU,Annual,Bosnia and Herzegovina,GDP growth (annual %)
BWA,2020,-8.72888244,WB_WDI,P1Y,PU,Annual,Botswana,GDP growth (annual %)
BRA,2020,-3.276758796,WB_WDI,P1Y,PU,Annual,Brazil,GDP growth (annual %)
BRN,2020,1.13357335,WB_WDI,P1Y,PU,Annual,Brunei Darussalam,GDP growth (annual %)
BGR,2020,-3.133233031,WB_WDI,P1Y,PU,Annual,Bulgaria,GDP growth (annual %)
BFA,2020,2.010772624,WB_WDI,P1Y,PU,Annual,Burkina Faso,GDP growth (annual %)
GMB,2012,5.241569246,WB_WDI,P1Y,PU,Annual,"Gambia, The",GDP growth (annual %)
GEO,2012,6.57883102,WB_WDI,P1Y,PU,Annual,Georgia,GDP growth (annual %)
DEU,2012,0.463512037,WB_WDI,P1Y,PU,Annual,Germany,GDP growth (annual %)
GHA,2012,9.292789406,WB_WDI,P1Y,PU,Annual,Ghana,GDP growth (annual %)
GRC,2012,-8.331134211,WB_WDI,P1Y,PU,Annual,Greece,GDP growth (annual %)
GRL,2012,1.39419336,WB_WDI,P1Y,PU,Annual,Greenland,GDP growth (annual %)
GRD,2012,-1.154838164,WB_WDI,P1Y,PU,Annual,Grenada,GDP growth (annual %)
GUM,2012,2.13385063,WB_WDI,P1Y,PU,Annual,Guam,GDP growth (annual %)
GTM,2012,2.974708568,WB_WDI,P1Y,PU,Annual,Guatemala,GDP growth (annual %)
GIN,2012,5.915286261,WB_WDI,P1Y,PU,Annual,Guinea,GDP growth (annual %)
GNB,2012,-1.712869584,WB_WDI,P1Y,PU,Annual,Guinea-Bissau,GDP growth (annual %)
GUY,2012,5.27633062,WB_WDI,P1Y,PU,Annual,Guyana,GDP growth (annual %)
LBR,2002,3.763017617,WB_WDI,P1Y,PU,Annual,Liberia,GDP growth (annual %)
LBY,2002,-0.958897333,WB_WDI,P1Y,PU,Annual,Libya,GDP growth (annual %)
LIE,2002,-0.993919947,WB_WDI,P1Y,PU,Annual,Liechtenstein,GDP growth (annual %)
LTU,2002,6.719839451,WB_WDI,P1Y,PU,Annual,Lithuania,GDP growth (annual %)
LUX,2002,3.225417823,WB_WDI,P1Y,PU,Annual,Luxembourg,GDP growth (annual %)
MAC,2002,8.904809049,WB_WDI,P1Y,PU,Annual,"Macao SAR, China",GDP growth (annual %)
MDG,2002,-12.40797111,WB_WDI,P1Y,PU,Annual,Madagascar,GDP growth (annual %)
MWI,2002,1.700000031,WB_WDI,P1Y,PU,Annual,Malawi,GDP growth (annual %)
MYS,2002,5.390988307,WB_WDI,P1Y,PU,Annual,Malaysia,GDP growth (annual %)
MDV,2002,7.268386561,WB_WDI,P1Y,PU,Annual,Maldives,GDP growth (annual %)
MLI,2002,3.036275408,WB_WDI,P1Y,PU,Annual,Mali,GDP growth (annual %)
MLT,2002,2.741135145,WB_WDI,P1Y,PU,Annual,Malta,GDP growth (annual %)
MHL,2002,3.63579015,WB_WDI,P1Y,PU,Annual,Marshall Islands,GDP growth (annual %)
MRT,2002,1.38148396,WB_WDI,P1Y,PU,Annual,Mauritania,GDP growth (annual %)
SLB,2010,9.708172355,WB_WDI,P1Y,PU,Annual,Solomon Islands,GDP growth (annual %)
SOM,2010,6.694351926,WB_WDI,P1Y,PU,Annual,"Somalia, Federal Republic of",GDP growth (annual %)
ZAF,2010,3.039732881,WB_WDI,P1Y,PU,Annual,South Africa,GDP growth (annual %)
SSD,2010,5.493416395,WB_WDI,P1Y,PU,Annual,South Sudan,GDP growth (annual %)
ESP,2010,0.094122312,WB_WDI,P1Y,PU,Annual,Spain,GDP growth (annual %)
LKA,2010,8.015967371,WB_WDI,P1Y,PU,Annual,Sri Lanka,GDP growth (annual %)
KNA,2010,-0.054194207,WB_WDI,P1Y,PU,Annual,St. Kitts and Nevis,GDP growth (annual %)
LCA,2010,0.330018546,WB_WDI,P1Y,PU,Annual,St. Lucia,GDP growth (annual %)
VCT,2010,-4.470467935,WB_WDI,P1Y,PU,Annual,St. Vincent and the Grenadines,GDP growth (annual %)
SDN,2010,3.858241952,WB_WDI,P1Y,PU,Annual,Sudan,GDP growth (annual %)
SUR,2010,5.168825152,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,2010,5.750764776,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
AUT,2008,1.453305621,WB_WDI,P1Y,PU,Annual,Austria,GDP growth (annual %)
AZE,2008,10.59143746,WB_WDI,P1Y,PU,Annual,Azerbaijan,GDP growth (annual %)
BHS,2008,-2.32364807,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,2008,6.24501095,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
BGD,2008,6.013789757,WB_WDI,P1Y,PU,Annual,Bangladesh,GDP growth (annual %)
BRB,2008,0.633460591,WB_WDI,P1Y,PU,Annual,Barbados,GDP growth (annual %)
BLR,2008,10.19999949,WB_WDI,P1Y,PU,Annual,Belarus,GDP growth (annual %)
BEL,2008,0.446905131,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
BLZ,2008,-1.627477764,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,2008,4.896577084,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,2008,-1.865955826,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,2008,4.529448777,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
COG,2011,2.205919363,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2011,4.40315924,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2011,-5.37044724,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2011,-0.110906722,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
CUB,2011,2.802300836,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CUW,2011,0.508457572,WB_WDI,P1Y,PU,Annual,Curaçao,GDP growth (annual %)
CYP,2011,0.416711868,WB_WDI,P1Y,PU,Annual,Cyprus,GDP growth (annual %)
CZE,2011,1.772380853,WB_WDI,P1Y,PU,Annual,Czechia,GDP growth (annual %)
DNK,2011,1.310803761,WB_WDI,P1Y,PU,Annual,Denmark,GDP growth (annual %)
DMA,2011,0.042738888,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
DOM,2011,3.191962275,WB_WDI,P1Y,PU,Annual,Dominican Republic,GDP growth (annual %)
ARM,2005,13.9,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
ABW,2005,-0.383137672,WB_WDI,P1Y,PU,Annual,Aruba,GDP growth (annual %)
AUS,2005,3.155481213,WB_WDI,P1Y,PU,Annual,Australia,GDP growth (annual %)
AUT,2005,2.320365143,WB_WDI,P1Y,PU,Annual,Austria,GDP growth (annual %)
AZE,2005,27.96153811,WB_WDI,P1Y,PU,Annual,Azerbaijan,GDP growth (annual %)
BHS,2005,3.396084205,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,2005,6.768997378,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
BGD,2005,6.535944939,WB_WDI,P1Y,PU,Annual,Bangladesh,GDP growth (annual %)
BRB,2005,3.955457208,WB_WDI,P1Y,PU,Annual,Barbados,GDP growth (annual %)
BLR,2005,9.400001516,WB_WDI,P1Y,PU,Annual,Belarus,GDP growth (annual %)
BEL,2005,2.321737929,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
COL,2001,1.677898308,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2001,5.419599718,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2001,-2.100173025,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2001,3.802601899,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2001,3.491169894,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2001,-2.154012491,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2001,3.11123491,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
CUB,2001,3.185029904,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CUW,2001,-0.695753704,WB_WDI,P1Y,PU,Annual,Curaçao,GDP growth (annual %)
CYP,2001,3.952562582,WB_WDI,P1Y,PU,Annual,Cyprus,GDP growth (annual %)
CZE,2001,2.917219529,WB_WDI,P1Y,PU,Annual,Czechia,GDP growth (annual %)
DNK,2001,0.950032246,WB_WDI,P1Y,PU,Annual,Denmark,GDP growth (annual %)
DMA,2001,-0.063843443,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
COM,2000,-1.007018871,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2000,-6.910927317,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2000,7.575980395,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2000,3.86871809,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2000,-0.265789462,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2000,2.945253151,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
CUB,2000,5.914760174,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CYP,2000,5.965304455,WB_WDI,P1Y,PU,Annual,Cyprus,GDP growth (annual %)
CZE,2000,4.01066962,WB_WDI,P1Y,PU,Annual,Czechia,GDP growth (annual %)
DNK,2000,3.724008995,WB_WDI,P1Y,PU,Annual,Denmark,GDP growth (annual %)
DMA,2000,2.340219378,WB_WDI,P1Y,PU,Annual,Dominica,GDP growth (annual %)
VCT,2015,2.785097918,WB_WDI,P1Y,PU,Annual,St. Vincent and the Grenadines,GDP growth (annual %)
SDN,2015,1.910176891,WB_WDI,P1Y,PU,Annual,Sudan,GDP growth (annual %)
SUR,2015,-3.413042681,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,2015,4.388246736,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
CHE,2015,1.644627508,WB_WDI,P1Y,PU,Annual,Switzerland,GDP growth (annual %)
SYR,2015,-4.179791613,WB_WDI,P1Y,PU,Annual,Syrian Arab Republic,GDP growth (annual %)
TJK,2015,6.019303318,WB_WDI,P1Y,PU,Annual,Tajikistan,GDP growth (annual %)
TZA,2015,6.160628774,WB_WDI,P1Y,PU,Annual,Tanzania,GDP growth (annual %)
THA,2015,3.134047249,WB_WDI,P1Y,PU,Annual,Thailand,GDP growth (annual %)
TLS,2015,2.480037854,WB_WDI,P1Y,PU,Annual,Timor-Leste,GDP growth (annual %)
TGO,2015,5.468041381,WB_WDI,P1Y,PU,Annual,Togo,GDP growth (annual %)
ECU,2003,2.884500365,WB_WDI,P1Y,PU,Annual,Ecuador,GDP growth (annual %)
EGY,2003,3.193454737,WB_WDI,P1Y,PU,Annual,"Egypt, Arab Rep.",GDP growth (annual %)
SLV,2003,1.565393031,WB_WDI,P1Y,PU,Annual,El Salvador,GDP growth (annual %)
GNQ,2003,13.95525032,WB_WDI,P1Y,PU,Annual,Equatorial Guinea,GDP growth (annual %)
ERI,2003,-2.655515925,WB_WDI,P1Y,PU,Annual,Eritrea,GDP growth (annual %)
EST,2003,7.59630181,WB_WDI,P1Y,PU,Annual,Estonia,GDP growth (annual %)
SWZ,2003,4.538655257,WB_WDI,P1Y,PU,Annual,Eswatini,GDP growth (annual %)
ETH,2003,-2.161359723,WB_WDI,P1Y,PU,Annual,Ethiopia,GDP growth (annual %)
FJI,2003,0.999999345,WB_WDI,P1Y,PU,Annual,Fiji,GDP growth (annual %)
FIN,2003,2.011799927,WB_WDI,P1Y,PU,Annual,Finland,GDP growth (annual %)
FRA,2003,0.967827183,WB_WDI,P1Y,PU,Annual,France,GDP growth (annual %)
PYF,2003,2.126928849,WB_WDI,P1Y,PU,Annual,French Polynesia,GDP growth (annual %)
GAB,2003,2.247330012,WB_WDI,P1Y,PU,Annual,Gabon,GDP growth (annual %)
UMC,1997,6.102933842,WB_WDI,P1Y,PU,Annual,Upper middle income,GDP growth (annual %)
WLD,1997,3.965606494,WB_WDI,P1Y,PU,Annual,World,GDP growth (annual %)
ALB,1997,-11.71157328,WB_WDI,P1Y,PU,Annual,Albania,GDP growth (annual %)
DZA,1997,1.099999937,WB_WDI,P1Y,PU,Annual,Algeria,GDP growth (annual %)
AND,1997,9.067672051,WB_WDI,P1Y,PU,Annual,Andorra,GDP growth (annual %)
AGO,1997,7.274277355,WB_WDI,P1Y,PU,Annual,Angola,GDP growth (annual %)
ATG,1997,5.471255814,WB_WDI,P1Y,PU,Annual,Antigua and Barbuda,GDP growth (annual %)
ARG,1997,8.111046771,WB_WDI,P1Y,PU,Annual,Argentina,GDP growth (annual %)
ARM,1997,3.3210797,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
ABW,1997,7.046874992,WB_WDI,P1Y,PU,Annual,Aruba,GDP growth (annual %)
AUS,1997,3.917958148,WB_WDI,P1Y,PU,Annual,Australia,GDP growth (annual %)
AUT,1997,2.145835055,WB_WDI,P1Y,PU,Annual,Austria,GDP growth (annual %)
AZE,1997,5.800000148,WB_WDI,P1Y,PU,Annual,Azerbaijan,GDP growth (annual %)
BHS,1997,1.287753205,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,1997,3.092999234,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
NPL,2023,1.982548436,WB_WDI,P1Y,PU,Annual,Nepal,GDP growth (annual %)
NLD,2023,-0.598096167,WB_WDI,P1Y,PU,Annual,Netherlands,GDP growth (annual %)
NCL,2023,2.8,WB_WDI,P1Y,PU,Annual,New Caledonia,GDP growth (annual %)
NZL,2023,1.394251816,WB_WDI,P1Y,PU,Annual,New Zealand,GDP growth (annual %)
NIC,2023,4.427743848,WB_WDI,P1Y,PU,Annual,Nicaragua,GDP growth (annual %)
NER,2023,1.667634065,WB_WDI,P1Y,PU,Annual,Niger,GDP growth (annual %)
NGA,2023,3.326845564,WB_WDI,P1Y,PU,Annual,Nigeria,GDP growth (annual %)
MKD,2023,2.554965253,WB_WDI,P1Y,PU,Annual,North Macedonia,GDP growth (annual %)
NOR,2023,0.072120481,WB_WDI,P1Y,PU,Annual,Norway,GDP growth (annual %)
OMN,2023,1.414013958,WB_WDI,P1Y,PU,Annual,Oman,GDP growth (annual %)
PAK,2023,-0.414935997,WB_WDI,P1Y,PU,Annual,Pakistan,GDP growth (annual %)
PLW,2023,2.215998002,WB_WDI,P1Y,PU,Annual,Palau,GDP growth (annual %)
PAN,2023,7.166329461,WB_WDI,P1Y,PU,Annual,Panama,GDP growth (annual %)
PNG,2023,3.810886229,WB_WDI,P1Y,PU,Annual,Papua New Guinea,GDP growth (annual %)
KOR,2020,-0.700242318,WB_WDI,P1Y,PU,Annual,"Korea, Rep.",GDP growth (annual %)
XKX,2020,-5.340275478,WB_WDI,P1Y,PU,Annual,Kosovo,GDP growth (annual %)
KWT,2020,-4.817315934,WB_WDI,P1Y,PU,Annual,Kuwait,GDP growth (annual %)
KGZ,2020,-7.148977577,WB_WDI,P1Y,PU,Annual,Kyrgyz Republic,GDP growth (annual %)
LAO,2020,0.503031829,WB_WDI,P1Y,PU,Annual,Lao PDR,GDP growth (annual %)
LVA,2020,-3.469227508,WB_WDI,P1Y,PU,Annual,Latvia,GDP growth (annual %)
LBN,2020,-21.39989969,WB_WDI,P1Y,PU,Annual,Lebanon,GDP growth (annual %)
LSO,2020,-8.155957855,WB_WDI,P1Y,PU,Annual,Lesotho,GDP growth (annual %)
LBR,2020,-2.982491276,WB_WDI,P1Y,PU,Annual,Liberia,GDP growth (annual %)
LBY,2020,-29.45529673,WB_WDI,P1Y,PU,Annual,Libya,GDP growth (annual %)
LTU,2020,0.042815834,WB_WDI,P1Y,PU,Annual,Lithuania,GDP growth (annual %)
LUX,2020,-0.510051634,WB_WDI,P1Y,PU,Annual,Luxembourg,GDP growth (annual %)
BHS,2015,0.997411675,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,2015,2.507872053,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
BGD,2015,6.552639878,WB_WDI,P1Y,PU,Annual,Bangladesh,GDP growth (annual %)
BRB,2015,-1.17048019,WB_WDI,P1Y,PU,Annual,Barbados,GDP growth (annual %)
BLR,2015,-3.829570568,WB_WDI,P1Y,PU,Annual,Belarus,GDP growth (annual %)
BEL,2015,1.474164337,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
BLZ,2015,2.760260274,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,2015,1.77815106,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,2015,0.7755297,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,2015,6.660801289,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,2015,4.85718718,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
JOR,2002,5.783807927,WB_WDI,P1Y,PU,Annual,Jordan,GDP growth (annual %)
KAZ,2002,9.8,WB_WDI,P1Y,PU,Annual,Kazakhstan,GDP growth (annual %)
KEN,2002,0.54685953,WB_WDI,P1Y,PU,Annual,Kenya,GDP growth (annual %)
KIR,2002,1.447154942,WB_WDI,P1Y,PU,Annual,Kiribati,GDP growth (annual %)
KOR,2002,7.743998953,WB_WDI,P1Y,PU,Annual,"Korea, Rep.",GDP growth (annual %)
KWT,2002,3.014283152,WB_WDI,P1Y,PU,Annual,Kuwait,GDP growth (annual %)
KGZ,2002,-0.017324613,WB_WDI,P1Y,PU,Annual,Kyrgyz Republic,GDP growth (annual %)
LAO,2002,5.918743684,WB_WDI,P1Y,PU,Annual,Lao PDR,GDP growth (annual %)
LVA,2002,7.665487786,WB_WDI,P1Y,PU,Annual,Latvia,GDP growth (annual %)
LBN,2002,3.423149828,WB_WDI,P1Y,PU,Annual,Lebanon,GDP growth (annual %)
LSO,2002,0.723836067,WB_WDI,P1Y,PU,Annual,Lesotho,GDP growth (annual %)
TEC,2022,1.951979021,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2022,3.561552332,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2022,1.620716636,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2022,4.873874978,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2022,3.045321504,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2022,3.770014258,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2022,3.826133078,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2022,4.798198284,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2022,4.30600397,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2022,4.545638357,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2022,3.287003765,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2022,4.084897075,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
LAC,2022,3.947053262,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
TLA,2022,4.117825883,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (IDA & IBRD),GDP growth (annual %)
LDC,2022,4.750999015,WB_WDI,P1Y,PU,Annual,Least developed countries: UN classification,GDP growth (annual %)
DZA,2004,4.5,WB_WDI,P1Y,PU,Annual,Algeria,GDP growth (annual %)
ASM,2004,0.409836066,WB_WDI,P1Y,PU,Annual,American Samoa,GDP growth (annual %)
AND,2004,8.135676338,WB_WDI,P1Y,PU,Annual,Andorra,GDP growth (annual %)
AGO,2004,11.41986339,WB_WDI,P1Y,PU,Annual,Angola,GDP growth (annual %)
ATG,2004,5.767103383,WB_WDI,P1Y,PU,Annual,Antigua and Barbuda,GDP growth (annual %)
ARG,2004,9.029573301,WB_WDI,P1Y,PU,Annual,Argentina,GDP growth (annual %)
ARM,2004,10.5,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
ABW,2004,7.293728071,WB_WDI,P1Y,PU,Annual,Aruba,GDP growth (annual %)
AUS,2004,4.218941475,WB_WDI,P1Y,PU,Annual,Australia,GDP growth (annual %)
AUT,2004,2.565255341,WB_WDI,P1Y,PU,Annual,Austria,GDP growth (annual %)
AZE,2004,9.253801797,WB_WDI,P1Y,PU,Annual,Azerbaijan,GDP growth (annual %)
BHS,2004,0.882373745,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,2004,6.980961759,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
SLB,2004,7.683641022,WB_WDI,P1Y,PU,Annual,Solomon Islands,GDP growth (annual %)
SOM,2004,7.110314311,WB_WDI,P1Y,PU,Annual,"Somalia, Federal Republic of",GDP growth (annual %)
ZAF,2004,4.554559907,WB_WDI,P1Y,PU,Annual,South Africa,GDP growth (annual %)
ESP,2004,3.11453148,WB_WDI,P1Y,PU,Annual,Spain,GDP growth (annual %)
LKA,2004,5.445061279,WB_WDI,P1Y,PU,Annual,Sri Lanka,GDP growth (annual %)
KNA,2004,3.996346661,WB_WDI,P1Y,PU,Annual,St. Kitts and Nevis,GDP growth (annual %)
LCA,2004,7.26740887,WB_WDI,P1Y,PU,Annual,St. Lucia,GDP growth (annual %)
VCT,2004,4.114698804,WB_WDI,P1Y,PU,Annual,St. Vincent and the Grenadines,GDP growth (annual %)
SDN,2004,5.140888518,WB_WDI,P1Y,PU,Annual,Sudan,GDP growth (annual %)
SUR,2004,8.500000185,WB_WDI,P1Y,PU,Annual,Suriname,GDP growth (annual %)
SWE,2004,4.179584193,WB_WDI,P1Y,PU,Annual,Sweden,GDP growth (annual %)
CHE,2004,2.701709129,WB_WDI,P1Y,PU,Annual,Switzerland,GDP growth (annual %)
SYR,2004,6.902959435,WB_WDI,P1Y,PU,Annual,Syrian Arab Republic,GDP growth (annual %)
ALB,2001,8.86373066,WB_WDI,P1Y,PU,Annual,Albania,GDP growth (annual %)
DZA,2001,2.999999999,WB_WDI,P1Y,PU,Annual,Algeria,GDP growth (annual %)
AND,2001,8.119357722,WB_WDI,P1Y,PU,Annual,Andorra,GDP growth (annual %)
AGO,2001,4.205998556,WB_WDI,P1Y,PU,Annual,Angola,GDP growth (annual %)
ATG,2001,-4.548109771,WB_WDI,P1Y,PU,Annual,Antigua and Barbuda,GDP growth (annual %)
ARG,2001,-4.408839683,WB_WDI,P1Y,PU,Annual,Argentina,GDP growth (annual %)
ARM,2001,9.599999999,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
ABW,2001,4.18200163,WB_WDI,P1Y,PU,Annual,Aruba,GDP growth (annual %)
AUS,2001,2.031458802,WB_WDI,P1Y,PU,Annual,Australia,GDP growth (annual %)
AUT,2001,1.316987496,WB_WDI,P1Y,PU,Annual,Austria,GDP growth (annual %)
AZE,2001,9.899999865,WB_WDI,P1Y,PU,Annual,Azerbaijan,GDP growth (annual %)
BHS,2001,2.626009827,WB_WDI,P1Y,PU,Annual,"Bahamas, The",GDP growth (annual %)
BHR,2001,2.490948753,WB_WDI,P1Y,PU,Annual,Bahrain,GDP growth (annual %)
PRY,2003,4.320745486,WB_WDI,P1Y,PU,Annual,Paraguay,GDP growth (annual %)
PER,2003,4.165023137,WB_WDI,P1Y,PU,Annual,Peru,GDP growth (annual %)
PHL,2003,5.086911135,WB_WDI,P1Y,PU,Annual,Philippines,GDP growth (annual %)
POL,2003,3.523371172,WB_WDI,P1Y,PU,Annual,Poland,GDP growth (annual %)
PRT,2003,-0.930521045,WB_WDI,P1Y,PU,Annual,Portugal,GDP growth (annual %)
PRI,2003,0.053419802,WB_WDI,P1Y,PU,Annual,Puerto Rico,GDP growth (annual %)
QAT,2003,3.719958677,WB_WDI,P1Y,PU,Annual,Qatar,GDP growth (annual %)
ROU,2003,2.341147329,WB_WDI,P1Y,PU,Annual,Romania,GDP growth (annual %)
RUS,2003,7.299952345,WB_WDI,P1Y,PU,Annual,Russian Federation,GDP growth (annual %)
RWA,2003,2.202387511,WB_WDI,P1Y,PU,Annual,Rwanda,GDP growth (annual %)
WSM,2003,5.212628926,WB_WDI,P1Y,PU,Annual,Samoa,GDP growth (annual %)
SMR,2003,3.872966692,WB_WDI,P1Y,PU,Annual,San Marino,GDP growth (annual %)
